
       1948        2010
1948 5592.038
1949 5639.055
1950 5656.229
1951 5582.352
1952 5651.803
1953 5664.266
1954 5676.359
1955 5607.443
1956 5659.430
1957 5614.244
1958 5667.582
1959 5656.682
1960 5642.745
1961 5593.588
1962 5676.834
1963 5665.326
1964 5611.021
1965 5649.858
1966 5629.494
1967 5598.412
1968 5554.631
1969 5621.650
1970 5582.590
1971 5580.175
1972 5585.879
1973 5562.124
1974 5611.686
1975 5600.322
1976 5666.986
1977 5609.494
1978 5609.739
1979 5650.088
1980 5683.588
1981 5611.625
1982 5596.604
1983 5586.270
1984 5564.830
1985 5600.633
1986 5648.547
1987 5646.654
1988 5635.861
1989 5649.873
1990 5603.462
1991 5641.596
1992 5610.053
1993 5633.974
1994 5588.262
1995 5639.256
1996 5603.774
1997 5625.773
1998 5615.866
1999 5694.511
2000 5619.506
2001 5634.918
2002 5630.277
2003 5626.008
2004 5641.053
2005 5646.328
2006 5637.169
2007 5625.557
2008 5643.781
2009 5594.143
2010 -999.999
 -999.9990    
 500mb Pressure Level Geopotential Height (m)
Latitude Range used:   45.0 to  42.5
Longitude Range used: 245.0 to 250.0
