
       1948        2010
1948 5171.691
1949 5152.605
1950 5194.553
1951 5189.496
1952 5202.836
1953 5132.226
1954 5120.235
1955 5204.891
1956 5196.244
1957 5251.259
1958 5223.795
1959 5144.998
1960 5242.849
1961 5166.235
1962 5197.957
1963 5180.167
1964 5138.294
1965 5227.858
1966 5171.833
1967 5151.244
1968 5177.040
1969 5177.313
1970 5210.680
1971 5202.572
1972 5264.359
1973 5167.785
1974 5226.557
1975 5173.448
1976 5155.270
1977 5129.322
1978 5208.649
1979 5268.542
1980 5165.219
1981 5221.769
1982 5221.595
1983 5222.554
1984 5218.920
1985 5161.546
1986 5207.934
1987 5182.930
1988 5191.718
1989 5177.259
1990 5135.898
1991 5181.650
1992 5157.439
1993 5159.538
1994 5242.981
1995 5267.904
1996 5138.471
1997 5221.758
1998 5100.983
1999 5117.563
2000 5180.614
2001 5181.539
2002 5157.417
2003 5245.250
2004 5227.334
2005 5212.339
2006 5127.443
2007 5239.780
2008 5213.839
2009 5174.560
2010 5158.910
 -999.9990    
 500mb Pressure Level Geopotential Height (m)
Latitude Range used:   70.0 to  65.0
Longitude Range used: 160.0 to 165.0
