 1948  2007
1948 -999.999
1949 5228.272
1950 5212.325
1951 5170.188
1952 5159.104
1953 5162.236
1954 5165.639
1955 5237.765
1956 5177.049
1957 5224.503
1958 5171.273
1959 5169.267
1960 5212.648
1961 5182.647
1962 5223.435
1963 5213.588
1964 5206.043
1965 5175.249
1966 5139.915
1967 5174.791
1968 5191.493
1969 5155.441
1970 5182.638
1971 5142.389
1972 5166.768
1973 5148.680
1974 5184.986
1975 5164.940
1976 5214.431
1977 5186.727
1978 5135.264
1979 5156.605
1980 5145.487
1981 5216.352
1982 5155.473
1983 5130.884
1984 5216.608
1985 5139.935
1986 5184.397
1987 5179.171
1988 5113.156
1989 5207.940
1990 5192.040
1991 5219.612
1992 5198.808
1993 5194.464
1994 5132.891
1995 5182.862
1996 5196.329
1997 5186.628
1998 5159.161
1999 5187.515
2000 5212.649
2001 5183.184
2002 5201.289
2003 5213.965
2004 5194.014
2005 5188.667
2006 5226.306
2007 5205.497
-999.999
 
NCEP/NCAR Reanalysis
 500mb Pressure Level Geopotential Height (m)
Latitude Range used:   62.5 to  60.0
Longitude Range used: 127.5 to 132.5
