 1948  2007
1948 5646.177
1949 5600.979
1950 5601.748
1951 5636.393
1952 5640.172
1953 5635.269
1954 5597.656
1955 5620.957
1956 5647.527
1957 5607.570
1958 5624.850
1959 5640.452
1960 5650.387
1961 5660.855
1962 5588.398
1963 5631.323
1964 5615.457
1965 5620.075
1966 5624.237
1967 5595.527
1968 5592.462
1969 5597.473
1970 5630.000
1971 5585.973
1972 5610.248
1973 5597.205
1974 5579.178
1975 5621.914
1976 5587.941
1977 5686.924
1978 5608.441
1979 5632.887
1980 5600.806
1981 5567.527
1982 5642.553
1983 5565.608
1984 5567.957
1985 5612.506
1986 5581.409
1987 5660.817
1988 5562.414
1989 5605.860
1990 5648.613
1991 5608.570
1992 5627.376
1993 5582.548
1994 5645.049
1995 5636.629
1996 5611.280
1997 5535.570
1998 5673.252
1999 5631.484
2000 5627.081
2001 5656.447
2002 5586.640
2003 5598.086
2004 5660.656
2005 5654.323
2006 5667.059
2007 -999.999
-999.999
 
NCEP/NCAR Reanalysis
 500mb Pressure Level Geopotential Height (m)
Latitude Range used:   42.5 to  40.0
Longitude Range used: 135.0 to 140.0
