 1948  2007
1948 -999.999
1949 5198.897
1950 5331.383
1951 5264.057
1952 5278.484
1953 5232.940
1954 5231.106
1955 5229.645
1956 5268.382
1957 5292.172
1958 5257.207
1959 5274.055
1960 5265.004
1961 5275.228
1962 5255.553
1963 5312.391
1964 5240.674
1965 5260.017
1966 5273.439
1967 5272.541
1968 5285.494
1969 5266.500
1970 5270.185
1971 5272.962
1972 5252.607
1973 5286.346
1974 5294.223
1975 5200.531
1976 5222.131
1977 5284.435
1978 5290.028
1979 5296.268
1980 5265.096
1981 5281.261
1982 5261.771
1983 5238.804
1984 5312.771
1985 5311.613
1986 5302.485
1987 5282.818
1988 5251.931
1989 5211.096
1990 5241.967
1991 5285.509
1992 5244.674
1993 5266.292
1994 5300.261
1995 5216.582
1996 5296.752
1997 5305.852
1998 5228.301
1999 5273.483
2000 5209.406
2001 5289.745
2002 5227.183
2003 5317.199
2004 5288.037
2005 5313.302
2006 5228.606
2007 5250.339
-999.999
 
NCEP/NCAR Reanalysis
 500mb Pressure Level Geopotential Height (m)
Latitude Range used:   65.0 to  60.0
Longitude Range used: 205.0 to 210.0
