swe_jan swe_feb swe_mar swe_apr
1949 11.4187629059997 16.1663197662163 20.252762510759 21.1345378840343
1950 8.26062100356966 10.7398221966413 16.7252134787069 17.6972171769795
1951 7.11220576632237 10.5684099700704 16.6836080141335 16.559527962842
1952 14.768307347971 21.6371234421590 24.9290406210325 30.1474784927188
1953 6.93675343840959 9.70766293023458 13.3041656305737 11.3724132659866
1954 4.48042084763065 8.90392458504368 11.4718301518947 13.1791525392266
1955 3.95406386389231 8.52000051386602 12.1367708203217 11.7045053862321
1956 12.1684228525361 16.1916357658435 20.0777818140386 17.2003494069142
1957 8.61950076520944 15.5821308906952 18.3248135744808 18.8733683219136
1958 10.2650309315429 12.2522325759408 15.5078635887021 16.5591499930034
1959 3.86519839910532 8.19825242788237 12.7508179225306 10.5040435341965
1960 5.58098544999264 8.15129748332754 12.0809699428974 11.8393887403933
1961 6.621736758748 6.49131507825836 8.18348552460465 7.97671485822544
1962 11.7624174656305 15.7750233912544 20.4805050066569 21.2088269558798
1963 3.63505963132362 6.99464391627189 11.0150847716585 9.2991305314735
1964 3.87431280575014 7.70060943199791 9.38652959625097 10.1906461898849
1965 14.2020748351615 17.8500249315447 19.9087249429883 21.2182330052914
1966 11.2752110013438 12.0304161982548 14.5080756071960 10.1331143102529
1967 10.1678105939982 13.3663037737093 15.9231620126638 12.8645022320193
1968 10.0310944943259 12.1002665289976 16.2473449998915 15.1912400913018
1969 9.5662597554401 15.9900568222327 20.0125546346807 19.9481263813906
1970 10.6736601627857 12.7144643677922 14.0776624769398 14.7978303083314
1971 11.0838084618026 14.8877312901992 17.4229965559823 16.4119344464617
1972 11.9156733451933 15.4268885306195 16.8566527831146 12.5489530006016
1973 10.7124875350926 13.5873994733797 15.7024832322015 15.9533310423132
1974 7.0391705867606 13.6531165416572 15.4530397213214 14.2753302383334
1975 7.4066712117704 12.7799785789695 16.5122767110199 19.4040968529399
1976 6.65420683242017 9.92113770116337 14.9557484798279 14.5368060396303
1977 1.31610466973152 3.93153075557129 5.12821029715455 2.75168191314127
1978 8.8176023936346 14.7306063411655 18.7626925152486 21.1662177244525
1979 9.17058823529412 14.7 18.1722222222222 20.8
1980 5.5695652173913 14.6695652173913 20.795652173913 22.9478260869565
1981 4.3 5.90232558139535 7.66279069767442 5.82093023255814
1982 9.11458333333333 14.4869565217391 17.0347826086957 20
1983 9.608 11.634 15.408 21.094
1984 14.468 15.664 17.646 20.076
1985 10.618 12.878 15.456 15.864
1986 11.255737704918 12.9655737704918 19.9327868852459 19.8311475409836
1987 6.61917808219178 9.76712328767123 13.1808219178082 11.2630136986301
1988 6.16164383561644 10.6438356164384 12.9424657534247 11.1356164383562
1989 7.68493150684932 10.6465753424658 15.1150684931507 10.2068493150685
1990 3.83466666666667 6.75733333333333 9.55733333333333 9.64266666666667
1991 6.48266666666667 8.84533333333333 11.0013333333333 13.8666666666667
1992 7.084 8.57466666666667 11.6746666666667 9.08533333333333
1993 7.67466666666667 13.56 20.2466666666667 21.4186666666667
1994 5.72933333333333 7.972 12.5026666666667 11.6173333333333
1995 7.60909090909091 11.9714285714286 15.9077922077922 19.5701298701299
1996 6.38974358974359 12.9307692307692 17.2679487179487 17.1487179487179
1997 12.9551282051282 19.8371794871795 21.9179487179487 21.3910256410256
1998 5.48974358974359 9.71923076923077 13.1794871794872 15.8205128205128
1999 6.01139240506329 10.2974683544304 12.3962025316456 12.1518987341772
2000 3.32911392405063 7.6493670886076 12.4139240506329 10.1278481012658
2001 7.095 9.52 12.94125 12.2
2002 5.78148148148148 7.3037037037037 8.74567901234568 5.17901234567901
2003 6.58292682926829 8.18780487804878 12.3512195121951 11.4658536585366
2004 8.15 11.1817073170732 12.840243902439 10.1451219512195
2005 8.70853658536585 15.1963414634146 18.7317073170732 17.5109756097561
2006 7.86341463414634 11.6451219512195 13.6536585365854 12.4646341463415
2007 6.52073170731707 8.8109756097561 11.1512195121951 8.93170731707317
2008 8.0719512195122 14.380487804878 19.1341463414634 18.0475609756098
2009 8.59878048780488 12.6548780487805 15.3048780487805 14.4353658536585
2010 6.41012658227848 9.8759493670886 12.9240506329114 11.4620253164557
2011 11.9987804878049 14.5085365853659 NA NA
